Superpixel,Mean B,Mean G,Mean R
0,67.18181818181819,67.79406307977736,67.7847866419295
1,130.67927501970055,134.9070133963751,147.84003152088258
2,69.25040597596622,86.83760961351088,112.67846703475155
3,119.94212610417301,139.86140724946696,166.2744441060006
4,88.36760691537762,106.75432211101001,133.54140127388536
5,87.9021897810219,89.60583941605839,97.78686131386861
6,87.38647342995169,102.02898550724638,113.07065217391305
7,74.74628034455756,94.34768989819891,106.08379013312451
8,137.05706760316068,142.05179982440737,157.3511852502195
9,162.45850840336135,171.6906512605042,191.04989495798318
10,56.99132321041215,61.93058568329718,64.86681127982646
11,111.92589363557106,114.23190932868353,118.4501598372566
12,60.13446567586695,60.331917905166314,61.48832271762208
13,64.23366508005192,72.72479446127218,81.30852444829078
14,70.33404973902364,73.48664415105925,75.26957322689591
15,95.22099447513813,100.62430939226519,109.89088397790056
16,76.50481927710844,74.48795180722891,75.82409638554216
17,101.91187384044527,100.930426716141,104.57513914656772
18,75.25379426644182,84.23608768971332,94.45952782462058
19,71.64841849148418,72.25790754257908,72.64720194647202
20,134.69049553208774,138.72542648253452,143.1251015434606
21,88.00396301188904,88.6552179656539,91.9220607661823
22,116.23070097604258,119.76131322094055,122.00177462289264
23,66.42821782178218,66.89294554455445,69.27475247524752
24,76.36494023904382,78.65816733067729,80.85258964143426
25,77.2867132867133,75.80157342657343,75.65996503496504
26,95.09864864864865,100.0641891891892,104.52364864864865
27,89.84622144112478,99.1493848857645,105.29789103690685
28,59.31772575250836,58.14548494983278,59.56020066889632
29,54.674344718030184,69.40984908657664,73.37092930897538
30,112.16059379217273,113.78137651821862,117.3549257759784
31,81.28987993138936,90.8507718696398,97.59348198970841
32,141.10966340933768,143.68186753528772,159.70684039087948
33,84.32176929748482,83.43495229835213,85.10234171725932
34,89.64624808575805,105.76569678407351,131.0781010719755
35,112.05042918454936,113.63519313304721,127.59549356223177
36,85.28371501272265,113.61704834605598,137.76844783715012
37,94.70543981481481,102.52025462962963,108.76793981481481
38,124.0405117270789,143.05614783226724,154.772921108742
39,147.49801944544473,153.18797263233705,174.9492257832193
40,162.85878962536023,182.93371757925073,202.54322766570604
41,112.39792387543253,123.33217993079585,128.4006920415225
42,74.38867438867439,80.74002574002574,84.85971685971685
43,119.71284600913732,142.4320075248589,164.84359043267938
44,101.14977973568281,115.14757709251101,138.738436123348
45,59.356329537843266,69.74771154275508,78.2770707747265
46,74.364336492891,83.56427725118483,90.07582938388626
47,75.60154926167998,75.5209392398935,77.58194141854273
48,133.85461441213653,149.42351453855878,160.1510745891277
49,191.647412755716,204.3251504211793,214.22358604091457
50,79.90731707317073,84.64682926829268,91.74341463414635
51,60.650895140664964,63.62148337595908,66.3913043478261
52,112.06190236537493,114.55359838953196,114.80271766482134
53,160.5920125293657,176.35395458104932,186.18559122944401
54,113.53141361256544,118.43804537521815,121.31675392670157
55,113.26551226551227,119.96031746031746,122.48340548340548
56,68.28260869565217,68.85785953177258,69.05016722408027
57,77.93615635179152,76.71986970684038,77.58892508143323
58,86.19925093632959,90.91086142322098,92.71610486891386
59,113.87434842249657,135.76186556927297,138.2249657064472
60,90.26063829787235,106.97340425531915,111.61569148936171
61,83.88831741366643,86.36811168258633,87.65907421013961
62,149.406494140625,166.264404296875,177.611083984375
63,133.1411947245927,150.06361520558573,155.26144297905353
64,98.62116858237547,97.88362068965517,98.27011494252874
65,152.4641954507161,164.57287278854255,174.0463352990733
66,83.57444764649375,90.8030739673391,93.38424591738713
67,127.7524197656648,144.23433520122262,153.07131940906774
68,79.94182389937107,78.46069182389937,78.63207547169812
69,126.44,118.12228571428571,117.02285714285715
70,84.03706859821048,86.10268427780144,87.90796761823604
71,130.4571972098922,133.84590995561192,137.06087507926443
72,153.86779184247538,171.89982809814035,184.7051101734646
73,93.42799732083054,95.78834561286001,98.15606162089752
74,75.52534562211981,76.35023041474655,80.79569892473118
75,110.79539415411868,127.20637732506643,137.53144375553586
76,175.10794297352342,190.24575695858792,201.99321113374066
77,128.08716707021793,137.72477804681193,144.5044390637611
78,76.66738059541657,79.6735917755408,84.71321482116085
79,129.0454076367389,137.8766769865841,144.40970072239423
80,141.24872727272728,162.25527272727274,176.4901818181818
81,75.72788605697151,80.21739130434783,83.66866566716642
82,108.68057210965435,112.73063170441002,114.79737783075089
83,163.2002820874471,178.76375176304654,190.71861777150917
84,111.92265193370166,129.0453038674033,132.4342541436464
85,92.49964513839602,96.18310858765082,100.15400993612491
86,135.0213133640553,160.35887096774192,190.24251152073734
87,70.4585764294049,72.15052508751458,74.4049008168028
88,63.04011461318051,65.38490926456542,67.79178605539637
